Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"JP Wheat","CHC",0.0362,0.0841,0.0358,6.40224,0.2365,0.1625,0,0,,1,4.799,1.1297,0.7557,0.71136,0.165444,0.7447,0.0063,0.0582,0.5779,5.2011,6.7023,0.776017,1.489,0.120421,0.155178,-0.03475724905729294,0.282701,1.8744,0.296443,0.680981,0.426421,,6.53881,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"JP Wheat","sa3024884",702516
"Riley Bauman",,0.0317,0.0905,0.0372,6.47541,0.1837,0.1737,0,0,,1,4.723,1.1756,0.7613,0.71949,0.192333,0.5984,0.0046,0.0654,0.5427,4.8843,5.3856,0.906918,1.731,0.114906,0.126699,-0.011793360114097595,0.289614,1.774,0.295793,0.67301,0.397228,,6.54147,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Riley Bauman","sa3023102",809496
"Ryan Degges","PHI",0.0369,0.0842,0.0373,6.39135,0.2109,0.1679,0,0,,1,4.707,1.1562,0.7521,0.71015,0.191778,0.623,0.0053,0.0437,0.5387,4.8483,5.607,0.864687,1.726,0.114447,0.132356,-0.01790950447320938,0.286167,1.7792,0.291382,0.679879,0.398279,,6.55095,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Ryan Degges","sa3030027",813869
"Dylan Questad","MIN",0.0337,0.0836,0.0268,6.59493,0.3428,0.1398,0,0,,1,4.84,1.1353,0.7748,0.73277,0.170111,0.7724,0.0095,0.0469,0.6264,5.6376,6.9516,0.810979,1.531,0.129421,0.159587,-0.030165284872055054,0.282364,1.9077,0.299359,0.678568,0.388243,,6.55168,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Dylan Questad","sa3023570",805812
"Jhon Medina","COL",0.036,0.0858,0.0398,6.32358,0.1903,0.1723,0,0,,1,4.831,1.1796,0.7492,0.70262,0.152111,0.7425,0.0048,0.0471,0.4638,4.1742,6.6825,0.624646,1.369,0.096005,0.153695,-0.05768992751836777,0.291879,1.9221,0.299954,0.68625,0.450997,,6.55378,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Jhon Medina","sa3022121",808042
"Jhoniel Serrano","MIA",0.0316,0.0879,0.0312,6.54354,0.2785,0.1535,0,0,,1,4.842,1.1444,0.7713,0.72706,0.162667,0.7595,0.0076,0.0658,0.5758,5.1822,6.8355,0.75813,1.464,0.118918,0.156857,-0.03793887048959732,0.284911,1.9039,0.29947,0.675708,0.422124,,6.5741,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jhoniel Serrano","sa3016710",698934
"Angel Rivero","TOR",0.0339,0.0883,0.0365,6.53373,0.1754,0.1754,0,0,,1,4.798,1.1867,0.7709,0.72597,0.170333,0.6908,0.0044,0.0492,0.4948,4.4532,6.2172,0.716271,1.533,0.103126,0.143977,-0.040850356221199036,0.292435,1.8775,0.29956,0.675154,0.431999,,6.57987,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Angel Rivero","sa3024548",821022
"Ronny Lopez","CHC",0.0354,0.0857,0.0357,6.47919,0.2117,0.1677,0,0,,1,4.763,1.174,0.764,0.71991,0.176,0.6684,0.0055,0.0493,0.4971,4.4739,6.0156,0.743716,1.584,0.104367,0.140332,-0.0359647199511528,0.290213,1.8424,0.295949,0.675689,0.421954,,6.58204,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Ronny Lopez","sa3021754",807832
"Andre Sanchez",,0.0348,0.0833,0.03,6.48027,0.3131,0.1461,0,0,,1,4.765,1.1703,0.7626,0.72003,0.181222,0.6541,0.0084,0.0529,0.5112,4.6008,5.8869,0.781532,1.631,0.107282,0.137272,-0.02998950332403183,0.288393,1.8244,0.293881,0.676009,0.4,,6.58962,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Andre Sanchez","sa3018297",700062
"Keeler Morfe","BAL",0.0358,0.0854,0.0334,6.60699,0.2101,0.1681,0,0,,1,4.814,1.1735,0.7783,0.73411,0.177333,0.7137,0.0054,0.0545,0.5757,5.1813,6.4233,0.806641,1.596,0.119589,0.148255,-0.028666384518146515,0.290054,1.8872,0.302532,0.676599,0.426927,,6.59367,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Keeler Morfe","sa3022239",808323
"Keegan Zinn","CLE",0.0334,0.0804,0.0228,6.51564,0.4649,0.1139,0,0,,1,4.799,1.1359,0.766,0.72396,0.180444,0.7198,0.0131,0.0544,0.6043,5.4387,6.4782,0.839539,1.624,0.125922,0.14999,-0.024067506194114685,0.282225,1.8557,0.294889,0.679755,0.391587,,6.59491,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Keegan Zinn","sa3023088",815111
"Anthony Astudillo","TEX",0.0335,0.0888,0.0353,6.59448,0.1754,0.1754,0,0,,1,4.794,1.1821,0.7761,0.73272,0.178444,0.6859,0.0044,0.0447,0.5212,4.6908,6.1731,0.759878,1.606,0.108719,0.143075,-0.03435543179512024,0.290914,1.868,0.298374,0.674771,0.409991,,6.60431,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Anthony Astudillo","sa3025166",828713
"Naimer Rosario","ARI",0.0353,0.0869,0.039,6.40719,0.1754,0.1754,0,0,,1,4.826,1.1578,0.756,0.71191,0.164,0.7388,0.0044,0.0543,0.5168,4.6512,6.6492,0.699513,1.476,0.107087,0.153087,-0.046000830829143524,0.287089,1.8966,0.296471,0.684223,0.415009,,6.61284,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Naimer Rosario","sa3024213",815946
"Danny Flatt","NYY",0.0374,0.0847,0.0389,6.40971,0.1754,0.1754,0,0,,1,4.726,1.1689,0.7528,0.71219,0.204556,0.593,0.0043,0.0444,0.5355,4.8195,5.337,0.903035,1.841,0.113309,0.125476,-0.012166738510131836,0.285892,1.7619,0.287989,0.683893,0.376785,,6.63556,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Danny Flatt","sa3023618",814343
"Greysen Carter","NYY",0.0374,0.084,0.038,6.37947,0.2035,0.1695,0,0,,1,4.814,1.1397,0.7531,0.70883,0.177,0.7321,0.0053,0.0476,0.5668,5.1012,6.5889,0.774211,1.593,0.11774,0.152077,-0.034337349236011505,0.282503,1.8718,0.29257,0.688855,0.423283,,6.64164,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Greysen Carter","sa3028529",701706
"Reynardo Cruz","CIN",0.0344,0.081,0.0247,6.55569,0.4104,0.1254,0,0,,1,4.762,1.1638,0.7707,0.72841,0.197333,0.657,0.0114,0.0544,0.5951,5.3559,5.913,0.905784,1.776,0.124968,0.137967,-0.01299874484539032,0.287315,1.8208,0.296629,0.679882,0.405468,,6.64447,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Reynardo Cruz","sa3016032",699106
"Jose Paulino","MIA",0.0332,0.0891,0.035,6.61149,0.1754,0.1754,0,0,,1,4.838,1.1684,0.7793,0.73461,0.168556,0.7491,0.0044,0.0492,0.5383,4.8447,6.7419,0.718596,1.517,0.111265,0.154837,-0.043571725487709045,0.289229,1.9175,0.299997,0.676887,0.426995,,6.64466,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jose Paulino","sa3024557",821067
"Juan Reyes","WSN",0.0346,0.0877,0.0375,6.48279,0.1754,0.1754,0,0,,1,4.808,1.1859,0.7639,0.72031,0.171889,0.6955,0.0044,0.0453,0.4725,4.2525,6.2595,0.679367,1.547,0.0982737,0.144655,-0.04638102650642395,0.291577,1.8814,0.296251,0.681089,0.405998,,6.64709,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Juan Reyes","sa3025021",808219
"Reiver Camacho","COL",0.0352,0.0793,0.0249,6.55911,0.4376,0.1196,0,0,,1,4.804,1.1854,0.7728,0.72879,0.174556,0.696,0.0124,0.0448,0.4879,4.3911,6.264,0.701006,1.571,0.101561,0.144879,-0.043318070471286774,0.291741,1.8814,0.297242,0.677205,0.418003,,6.65096,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Reiver Camacho","sa3023839",821096
"Alberto Laroche","SFG",0.0329,0.0894,0.0346,6.63426,0.1754,0.1754,0,0,,1,4.808,1.2069,0.7822,0.73714,0.173778,0.6807,0.0044,0.048,0.4602,4.1418,6.1263,0.676069,1.564,0.0957155,0.141577,-0.04586106538772583,0.29586,1.8876,0.299862,0.672257,0.431998,,6.65995,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Alberto Laroche","sa3025448",823929
"Erick Reynoso","ARI",0.0338,0.087,0.0293,6.78798,0.2241,0.1651,0,0,,1,4.824,1.1691,0.7953,0.75422,0.18,0.7082,0.0059,0.0555,0.551,4.959,6.3738,0.778029,1.62,0.114221,0.146808,-0.03258705884218216,0.287934,1.8773,0.297089,0.665723,0.367474,,6.66424,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Erick Reynoso","sa3021749",807791
"Sabier Marte","NYY",0.0378,0.079,0.0309,6.38613,0.356,0.137,0,0,,1,4.802,1.1726,0.7546,0.70957,0.177333,0.6947,0.0099,0.0431,0.4942,4.4478,6.2523,0.711386,1.596,0.102915,0.144669,-0.04175344109535217,0.288519,1.8673,0.293358,0.687262,0.433581,,6.66547,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Sabier Marte","sa3019431",800239
"Osiris Calvo","NYM",0.0347,0.0865,0.0357,6.49458,0.2109,0.1679,0,0,,1,4.805,1.1696,0.764,0.72162,0.177111,0.7022,0.0055,0.046,0.4987,4.4883,6.3198,0.710196,1.594,0.103788,0.146139,-0.042351722717285156,0.288306,1.8718,0.29355,0.682208,0.388016,,6.68478,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Osiris Calvo","sa3021004",808208
"Jefferson Moran","STL",0.0325,0.0877,0.0332,6.54237,0.2505,0.1595,0,0,,1,4.824,1.1736,0.7708,0.72693,0.171,0.7201,0.0067,0.0482,0.4886,4.3974,6.4809,0.678517,1.539,0.101285,0.149274,-0.04798922687768936,0.289371,1.8937,0.295221,0.678777,0.41067,,6.68584,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Jefferson Moran","sa3022194",814086
"Dony Aguilera","CIN",0.0334,0.0865,0.0311,6.64083,0.2579,0.1579,0,0,,1,4.809,1.2037,0.7826,0.73787,0.175444,0.6845,0.007,0.0468,0.4617,4.1553,6.1605,0.674507,1.579,0.0960075,0.142337,-0.0463297963142395,0.295191,1.8882,0.298863,0.673088,0.425994,,6.68641,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Dony Aguilera","sa3024470",823865
"Jeronimo Palmeros","SDP",0.0344,0.0875,0.0362,6.51663,0.1919,0.1719,0,0,,1,4.841,1.1691,0.768,0.72407,0.167556,0.7503,0.0049,0.0457,0.5046,4.5414,6.7527,0.672531,1.508,0.104235,0.154989,-0.05075397342443466,0.289023,1.9194,0.296944,0.683396,0.409015,,6.69216,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jeronimo Palmeros","sa3068635",831528
"Raimy Rodriguez","HOU",0.035,0.0859,0.0332,6.5682,0.2224,0.1654,0,0,,1,4.852,1.1276,0.7752,0.7298,0.165444,0.7862,0.0059,0.078,0.5889,5.3001,7.0758,0.749046,1.489,0.121373,0.162036,-0.04066363722085953,0.282762,1.9138,0.297563,0.676861,0.441324,,6.70071,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Raimy Rodriguez","sa3018326",800321
"Luis Ghisays","CHC",0.0325,0.0899,0.0337,6.68052,0.1754,0.1754,0,0,,1,4.812,1.1979,0.7866,0.74228,0.178111,0.6922,0.0044,0.0465,0.4779,4.3011,6.2298,0.690407,1.603,0.0993142,0.143849,-0.04453449696302414,0.294086,1.8901,0.29842,0.672561,0.419002,,6.71088,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Luis Ghisays","sa3024474",827114
"Juan Cazarez","SEA",0.0346,0.0854,0.0336,6.51852,0.2505,0.1595,0,0,,1,4.8,1.1704,0.7676,0.72428,0.182556,0.6878,0.0067,0.0454,0.4927,4.4343,6.1902,0.716342,1.643,0.102646,0.143292,-0.04064582288265228,0.287794,1.8582,0.291267,0.68051,0.401674,,6.72256,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Juan Cazarez","sa3024207",814811
"Chalniel Arias","NYY",0.0376,0.0776,0.0277,6.44742,0.4113,0.1253,0,0,,1,4.829,1.1484,0.7604,0.71638,0.179333,0.7396,0.0117,0.0461,0.5473,4.9257,6.6564,0.739995,1.614,0.113336,0.153158,-0.039821915328502655,0.284025,1.888,0.292181,0.688849,0.417358,,6.72897,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Chalniel Arias","sa3019370",703921
"Luis Carias","LAD",0.0396,0.0791,0.0298,6.60555,0.2884,0.1514,0,0,,1,4.725,1.1892,0.7751,0.73395,0.209111,0.597,0.0077,0.0477,0.5282,4.7538,5.373,0.884757,1.882,0.111788,0.126349,-0.01456085592508316,0.291449,1.7862,0.293177,0.677026,0.389472,,6.73128,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Luis Carias","sa3021006",808218
"Jesus Castro","SDP",0.0329,0.0878,0.0314,6.68673,0.2332,0.1632,0,0,,1,4.831,1.1867,0.7873,0.74297,0.175556,0.7211,0.0062,0.0482,0.4969,4.4721,6.4899,0.689086,1.58,0.102857,0.149265,-0.046408601105213165,0.292168,1.9078,0.298339,0.674179,0.418999,,6.73146,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Jesus Castro","sa3068332",827463
"Miguel Flores","CLE",0.0344,0.0856,0.0333,6.53229,0.2505,0.1595,0,0,,1,4.871,1.1624,0.7706,0.72581,0.161889,0.793,0.0068,0.0461,0.5118,4.6062,7.137,0.645397,1.457,0.105071,0.1628,-0.05772942304611206,0.288301,1.9554,0.29793,0.685348,0.419019,,6.73339,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Miguel Flores","sa3024465",821793
"Alexander Almonte","NYY",0.0325,0.0893,0.033,6.68214,0.1919,0.1719,0,0,,1,4.829,1.1965,0.7875,0.74246,0.173667,0.7128,0.0049,0.0484,0.4697,4.2273,6.4152,0.658951,1.563,0.0972665,0.147608,-0.050341688096523285,0.294139,1.9093,0.298687,0.673282,0.428994,,6.737,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Alexander Almonte","sa3024593",823012
"Starlin Savinon","TBR",0.0346,0.0835,0.0306,6.52392,0.3131,0.1461,0,0,,1,4.888,1.171,0.7708,0.72488,0.155444,0.8109,0.0088,0.0441,0.4901,4.4109,7.2981,0.60439,1.399,0.100266,0.165896,-0.06563011556863785,0.290355,1.9819,0.299799,0.686457,0.436012,,6.74071,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Starlin Savinon","sa3021735",806710
"Luis Espinoza","BAL",0.0322,0.0902,0.0333,6.70257,0.1754,0.1754,0,0,,1,4.824,1.2148,0.7902,0.74473,0.174222,0.6915,0.0044,0.0475,0.4378,3.9402,6.2235,0.633116,1.568,0.0907546,0.143346,-0.05259121209383011,0.297381,1.9063,0.299621,0.671383,0.434991,,6.74143,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Luis Espinoza","sa3024262",821646
"Mason Pelio","CIN",0.0327,0.0896,0.0348,6.62238,0.1754,0.1754,0,0,,1,4.769,1.1892,0.78,0.73582,0.195667,0.6489,0.0044,0.0521,0.5167,4.6503,5.8401,0.796271,1.761,0.108346,0.136066,-0.02772068977355957,0.29233,1.8381,0.296079,0.676462,0.427802,,6.7484,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Mason Pelio","sa3020381",680900
"Esteban Luna","BAL",0.0323,0.0895,0.0329,6.68934,0.1919,0.1719,0,0,,1,4.848,1.1944,0.789,0.74326,0.169222,0.7382,0.0049,0.0483,0.4729,4.2561,6.6438,0.640612,1.523,0.0975454,0.152269,-0.054723598062992096,0.294079,1.9326,0.299814,0.674416,0.437986,,6.74873,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Esteban Luna","sa3024100",823718
"Brad Pacheco","PHI",0.0343,0.088,0.0347,6.62967,0.1754,0.1754,0,0,,1,4.778,1.1857,0.7808,0.73663,0.186444,0.675,0.0044,0.0469,0.4863,4.3767,6.075,0.720444,1.678,0.101779,0.141273,-0.03949350863695145,0.292325,1.8607,0.295345,0.675074,0.422874,,6.75201,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Brad Pacheco","sa3025116",814372
"Franklin Gil","HOU",0.0341,0.0847,0.028,6.73911,0.2934,0.1504,0,0,,1,4.786,1.1826,0.7915,0.74879,0.192444,0.6814,0.008,0.0435,0.5278,4.7502,6.1326,0.774582,1.732,0.11028,0.142374,-0.0320935994386673,0.291202,1.864,0.296378,0.672592,0.399612,,6.75601,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Franklin Gil","sa3019626",805046
"Alejandro Chiquillo","TEX",0.0335,0.084,0.0264,6.73506,0.3404,0.1404,0,0,,1,4.842,1.1889,0.7924,0.74834,0.178444,0.7343,0.0095,0.046,0.5177,4.6593,6.6087,0.705025,1.606,0.106919,0.151652,-0.04473358392715454,0.29271,1.9232,0.300234,0.675759,0.417073,,6.76041,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Alejandro Chiquillo","sa3024270",823330
"Gilberto Lopez","TEX",0.0325,0.088,0.0306,6.72048,0.2332,0.1632,0,0,,1,4.821,1.1859,0.7901,0.74672,0.182222,0.706,0.0062,0.0483,0.5023,4.5207,6.354,0.711473,1.64,0.10419,0.146443,-0.04225262999534607,0.291612,1.8919,0.296755,0.673147,0.404004,,6.76232,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Gilberto Lopez","sa3024782",821595
"Eduardo Robles",,0.0322,0.0896,0.0324,6.71328,0.1919,0.1719,0,0,,1,4.813,1.2033,0.79,0.74592,0.181,0.6856,0.0049,0.0463,0.4607,4.1463,6.1704,0.671966,1.629,0.0957199,0.142448,-0.04672761261463165,0.294847,1.8889,0.297232,0.671905,0.415976,,6.76244,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Eduardo Robles","sa3022261",810856
"Hunter Hollan","CIN",0.0335,0.0859,0.0309,6.59925,0.2711,0.1551,0,0,,1,4.794,1.1723,0.7752,0.73325,0.196778,0.6874,0.0073,0.0461,0.563,5.067,6.1866,0.819028,1.771,0.117438,0.143388,-0.025949090719223022,0.288708,1.8597,0.295548,0.684568,0.390496,,6.76775,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Hunter Hollan","sa3025045",702052
"Franco Zabaleta","ATH",0.0338,0.0868,0.0331,6.58701,0.2332,0.1632,0,0,,1,4.857,1.1786,0.776,0.73189,0.168444,0.7561,0.0062,0.0469,0.4828,4.3452,6.8049,0.63854,1.516,0.0994029,0.155672,-0.05626929551362991,0.290725,1.9347,0.296864,0.682038,0.410001,,6.76831,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Franco Zabaleta","sa3024242",821032
"Brayan Narvaez","SFG",0.0321,0.0902,0.0325,6.73992,0.1754,0.1754,0,0,,1,4.771,1.2065,0.7905,0.74888,0.197222,0.6221,0.0044,0.0483,0.4708,4.2372,5.5989,0.756792,1.775,0.0986795,0.130392,-0.031712427735328674,0.294225,1.8286,0.294029,0.668668,0.380989,,6.76863,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Brayan Narvaez","sa3022133",808352
"Xavier Lopez","TBR",0.0319,0.0905,0.0325,6.7437,0.1754,0.1754,0,0,,1,4.819,1.2,0.7931,0.7493,0.182333,0.6905,0.0044,0.049,0.4764,4.2876,6.2145,0.689935,1.641,0.0988587,0.143287,-0.04442831873893738,0.294154,1.8905,0.297497,0.671097,0.410996,,6.77117,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Xavier Lopez","sa3024539",820931
"Dilan Fernandez","SFG",0.0318,0.09,0.0318,6.74883,0.1919,0.1719,0,0,,1,4.82,1.2176,0.7947,0.74987,0.179667,0.6825,0.0049,0.0452,0.436,3.924,6.1425,0.638828,1.617,0.0904564,0.141598,-0.05114108324050903,0.297534,1.9001,0.298546,0.670522,0.423995,,6.7819,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Dilan Fernandez","sa3023688",816403
"Orlando Suarez","CHW",0.0321,0.0891,0.0307,6.75405,0.215,0.167,0,0,,1,4.848,1.178,0.7943,0.75045,0.177778,0.7451,0.0056,0.0484,0.5208,4.6872,6.7059,0.698967,1.6,0.107426,0.153692,-0.046266503632068634,0.290541,1.9231,0.298047,0.674228,0.410014,,6.78515,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Orlando Suarez","sa3023863",823861
"Randry De Leon","SFG",0.0338,0.0819,0.0246,6.67512,0.3964,0.1284,0,0,,1,4.884,1.1471,0.7863,0.74168,0.166556,0.8192,0.0114,0.0495,0.5586,5.0274,7.3728,0.681885,1.499,0.114373,0.167731,-0.05335790663957596,0.285682,1.9663,0.298025,0.680852,0.421014,,6.78926,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Randry De Leon","sa3022025",808359
"Jose Cruz","KCR",0.0316,0.0908,0.032,6.76548,0.1754,0.1754,0,0,,1,4.845,1.2021,0.7968,0.75172,0.175222,0.7243,0.0044,0.048,0.4694,4.2246,6.5187,0.648074,1.577,0.0968834,0.149494,-0.05261094868183136,0.29516,1.9264,0.299549,0.671945,0.426996,,6.79113,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Jose Cruz","sa3024843",821781
"Jesús  Palacios","BAL",0.0341,0.0857,0.0279,6.80328,0.2604,0.1574,0,0,,1,4.853,1.1863,0.8002,0.75592,0.182778,0.7381,0.0071,0.0552,0.5499,4.9491,6.6429,0.745021,1.645,0.113311,0.152091,-0.03878013789653778,0.292214,1.9244,0.301628,0.673774,0.419927,,6.79135,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jesus  Palacios","sa3018860",800462
"Darrel Lunar","WSN",0.0292,0.0914,0.0307,6.70905,0.2365,0.1625,0,0,,1,4.831,1.1881,0.7897,0.74545,0.175444,0.7261,0.0063,0.049,0.4744,4.2696,6.5349,0.653354,1.579,0.0981991,0.1503,-0.052101023495197296,0.292931,1.9142,0.29731,0.673927,0.41889,,6.79241,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Darrel Lunar","sa3024252",821188
"Zhiorman Imbriano",,0.0335,0.0872,0.0333,6.59682,0.2266,0.1646,0,0,,1,4.893,1.1906,0.7794,0.73298,0.156444,0.7952,0.0061,0.0477,0.4517,4.0653,7.1568,0.568033,1.408,0.0923155,0.162518,-0.07020232826471329,0.293968,1.9858,0.300456,0.682825,0.44199,,6.79421,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Zhiorman Imbriano","sa3017785",699391
"Manuel Perez","ATH",0.0322,0.0889,0.0309,6.73596,0.2183,0.1663,0,0,,1,4.838,1.2053,0.7936,0.74844,0.175222,0.7112,0.0058,0.0505,0.4516,4.0644,6.4008,0.634983,1.577,0.0933444,0.147003,-0.05365854501724243,0.295685,1.9165,0.298618,0.671917,0.42901,,6.79493,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Manuel Perez","sa3019373",800207
"Marco Eluscat","SDP",0.0335,0.0884,0.0346,6.59673,0.1919,0.1719,0,0,,1,4.877,1.1659,0.7775,0.73297,0.165444,0.7889,0.005,0.0496,0.5021,4.5189,7.1001,0.636456,1.489,0.102953,0.161759,-0.0588066503405571,0.288696,1.9548,0.296787,0.683214,0.414012,,6.79721,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Marco Eluscat","sa3025026",821644
